Isolate.name,pubmlst_id,MLST.CC,CC_filled,n_unknown,prop_unknown,has_disagreement,arcC,aroE,glpF,gmk,pta,tpi,yqiL,ST (MLST),predicted_MLST.CC,fin_score,predicted_mlst_is_correct,predicted_mlst_is_single
38826_8328_MF_57,38826,CC1,CC361/CC15,1368,0.00832445918398394,TRUE,1,4,1,1,11,1,3,1290,CC361/CC15,0.664219935908248,TRUE,TRUE
38827_8328_MF_58,38827,CC45,CC45,3696,0.0224906441111145,FALSE,10,14,8,6,10,3,2,45,CC45,0.847346938775511,TRUE,TRUE
38828_8328_MF_59,38828,CC8,CC8,1284,0.00781330818145861,FALSE,3,3,1,1,4,4,3,8,CC8,0.868821049080789,TRUE,TRUE
38829_8328_MF_60,38829,CC45,CC45,3773,0.0229591991967627,FALSE,10,14,8,6,10,37,2,256,CC45,0.854781582054309,TRUE,TRUE
38830_8328_MF_62,38830,CC1,CC361/CC15,1326,0.00806888368272127,TRUE,1,4,1,1,11,1,3,1290,CC361/CC15,0.681261595547309,TRUE,TRUE
38831_8328_MF_63,38831,CC8,CC72,1126,0.00685185748623239,TRUE,1,4,1,8,4,4,3,72,CC72,0.871539888682745,TRUE,TRUE
38832_8328_MF_64,38832,CC8,CC8,1244,0.00756990294216083,FALSE,3,3,1,1,4,4,3,8,CC8,0.863686962388261,TRUE,TRUE
38833_8328_MF_65,38833,CC30,CC30,2932,0.017841604040527,FALSE,2,2,2,2,6,3,2,30,CC30,0.8739146567718,TRUE,TRUE
38834_8328_MF_66,38834,CC15,CC15,1327,0.00807496881370372,FALSE,13,13,1,1,12,10,13,582,CC15,0.853884297520661,TRUE,TRUE
38835_8328_MF_67,38835,CC15,CC15,1330,0.00809322420665105,FALSE,13,13,700,1,12,10,13,7873,CC15,0.841639399561477,TRUE,TRUE
38836_8328_MF_68,38836,"",CC398/CC5561,2956,0.0179876471841056,FALSE,3,35,19,2,20,26,39,398,CC398/CC5561,0.852244897959184,TRUE,TRUE
38837_8328_MF_70,38837,CC30,CC30,2974,0.0180971795417896,FALSE,2,2,2,2,6,3,2,30,CC30,0.854349806038118,TRUE,TRUE
38838_8328_MF_71,38838,"",CC398/CC5561,2968,0.018060668755895,FALSE,3,35,19,2,20,26,39,398,CC398/CC5561,0.878536009445101,TRUE,TRUE
38839_8328_MF_72,38839,"",CC59,2506,0.0152493382420057,FALSE,19,23,15,2,970,20,15,8127,CC59,0.878778883454208,TRUE,TRUE
38840_8328_MF_73,38840,"",CC7,1185,0.00721088021419661,FALSE,5,4,1,4,4,6,3,7,CC7,0.891050767414404,TRUE,TRUE
38841_8328_MF_74,38841,CC15,CC15,1363,0.00829403352907171,FALSE,13,13,1,1,12,10,13,582,CC15,0.856198347107438,TRUE,TRUE
38842_8328_MF_76,38842,"",CC5,913,0.00555572458697173,FALSE,1,4,1,4,12,1,,,CC5,0.953624557260922,TRUE,TRUE
38843_8328_MF_77,38843,CC1,CC1,2615,0.0159126175190921,FALSE,3,1,1,8,1,1,1,188,CC1,0.878778883454208,TRUE,TRUE
38844_8328_MF_79,38844,CC45,CC45,3681,0.0223993671463778,FALSE,10,14,8,6,10,3,2,45,CC45,0.842678360600439,TRUE,TRUE
38845_8328_MF_80,38845,CC30,CC30,2895,0.0176164541941765,FALSE,2,2,2,637,6,3,2,8128,CC30,0.854349806038118,TRUE,TRUE
38847_8328_MF_83,38847,CC30,CC30,2855,0.0173730489548788,FALSE,2,2,2,2,6,3,2,30,CC30,0.866587957497048,TRUE,TRUE
38848_8328_MF_85,38848,CC15,CC15,1321,0.00803845802780905,FALSE,13,13,1,1,12,11,13,15,CC15,0.878394332939787,TRUE,TRUE
38849_8328_MF_86,38849,CC97,CC97,1199,0.00729607204795083,FALSE,3,1,1,1,1,5,3,97,CC97,0.888547815820543,TRUE,TRUE
38850_8328_MF_87,38850,CC97,CC97,1267,0.00770986095475705,FALSE,3,1,1,1,971,5,3,8129,CC97,0.927920391297015,TRUE,TRUE
38851_8328_MF_89,38851,CC30,CC30,2744,0.0166975994158274,FALSE,2,2,2,2,6,3,2,30,CC30,0.866695901501097,TRUE,TRUE
38852_8328_MF_90,38852,"",CC398/CC5561,3036,0.0184744576627012,FALSE,3,35,19,2,20,26,39,398,CC398/CC5561,0.861352673300725,TRUE,TRUE
38853_8328_MF_91,38853,"",CC398/CC5561,3018,0.0183649253050172,FALSE,3,1121,19,2,20,26,39,8088,CC398/CC5561,0.864226682408501,TRUE,TRUE
38854_8328_MF_93,38854,CC45,CC45,3696,0.0224906441111145,FALSE,10,14,8,6,10,3,2,45,CC45,0.861959858323495,TRUE,TRUE
38855_8328_MF_95,38855,"",CC398/CC5561,3061,0.0186265859372623,FALSE,3,35,19,2,20,26,39,398,CC398/CC5561,0.871715297689323,TRUE,TRUE
39190_JH1,39190,CC5,CC5,254,0.00154562326954088,FALSE,1,4,1,4,12,1,28,105,CC5,0.943504806881429,TRUE,TRUE
39191_N315,39191,CC5,CC5,151,0.000918854778349104,FALSE,1,4,1,4,12,1,10,5,CC5,0.938465171192444,TRUE,TRUE
39192_TW20,39192,CC8,CC8,1521,0.00925548422429793,FALSE,2,3,1,1,4,4,3,239,CC8,0.871310507674144,TRUE,TRUE
39193_04_02981,39193,CC5,CC5,187,0.0011379194937171,FALSE,1,4,1,4,12,25,10,225,CC5,0.930814639905549,TRUE,TRUE
39194_RF122,39194,"",CC130,2743,0.016691514284845,FALSE,6,72,12,43,49,67,59,151,CC59,0.682475965592849,FALSE,TRUE
39195_11819_97,39195,"",CC80,1443,0.00878084400766727,FALSE,1,3,1,14,11,51,10,80,CC80,0.925808736717827,TRUE,TRUE
39196_71193,39196,"",CC398/CC5561,3191,0.0194176529649801,FALSE,3,35,19,2,20,26,39,398,CC398/CC5561,0.861865407319953,TRUE,TRUE
39197_COL,39197,CC8,CC8,1322,0.00804454315879149,FALSE,3,3,1,1,4,4,16,250,CC8,0.893553719008265,TRUE,TRUE
39198_ECT_R_2,39198,CC5,CC5,279,0.00169775154410199,FALSE,1,4,1,4,12,1,10,5,CC5,0.940947883285545,TRUE,TRUE
39200_ED98,39200,"",CC425,2609,0.0158761067331974,FALSE,6,66,46,2,7,50,18,133,CC130,0.713132062742452,FALSE,TRUE
39201_HO_5096_0412,39201,CC5,CC5,242,0.00147260169775154,FALSE,1,4,1,4,12,1,28,105,CC5,0.938303255186372,TRUE,TRUE
39202_JH9,39202,CC22,CC22,2357,0.0143426537256214,FALSE,7,6,1,5,8,8,6,22,CC22,0.861757463315905,TRUE,TRUE
39203_JKD6159,39203,"",CC425,2577,0.0156813825417592,FALSE,18,33,6,20,7,50,48,425,CC425,0.856819025130714,TRUE,TRUE
39204_LGA251,39204,CC93,CC93,4084,0.0248516749323029,FALSE,6,64,44,2,43,55,51,93,CC93,0.823194467869793,TRUE,TRUE
39205_M013,39205,CC30,CC30,3339,0.0203182523503818,FALSE,2,2,2,2,3,3,2,36,CC30,0.861757463315905,TRUE,TRUE
39206_MRSA_252,39206,"",CC59,2669,0.0162412145921441,FALSE,19,23,15,2,19,20,15,59,CC59,0.861959858323495,TRUE,TRUE
39207_MSSA476,39207,CC1,CC1,1211,0.00736909361974016,FALSE,1,1,1,1,1,1,1,1,CC1,0.915635014336313,TRUE,TRUE
39208_MW2,39208,CC1,CC1,1197,0.00728390178598594,FALSE,1,1,1,1,1,1,1,1,CC1,0.913469387755102,TRUE,TRUE
39209_Mu3,39209,CC5,CC5,34,0.000206894453403109,FALSE,1,4,1,4,12,1,10,5,CC5,0.92072187552707,TRUE,TRUE
39210_Mu50,39210,CC5,CC5,40,0.000243405239297776,FALSE,1,4,1,4,12,1,10,5,CC5,0.963798279642436,TRUE,TRUE
39211_NCTC_8325,39211,CC8,CC8,1323,0.00805062828977394,FALSE,3,3,1,1,4,4,3,8,CC8,0.868821049080789,TRUE,TRUE
39212_ST398,39212,CC8,CC8,1639,0.00997352968022637,FALSE,2,3,1,1,4,4,3,239,CC8,0.88615280823073,TRUE,TRUE
39213_T0131,39213,"",CC398/CC5561,3428,0.0208598290078194,FALSE,3,35,19,2,20,26,39,398,CC398/CC5561,0.878536009445101,TRUE,TRUE
39214_TCH60,39214,CC8,CC8,1288,0.00783764870538838,FALSE,3,3,1,1,4,4,3,8,CC8,0.88615280823073,TRUE,TRUE
39215_USA300_FPR3757,39215,CC30,CC30,3148,0.019155992332735,FALSE,551,2,2,2,6,3,2,4618,CC30,0.861352673300725,TRUE,TRUE
39216_USA300_TCH1516,39216,CC8,CC8,1274,0.00775245687163416,FALSE,3,3,1,1,4,4,3,8,CC8,0.876397368864902,TRUE,TRUE
39217_VC40,39217,CC8,CC8,1236,0.00752122189430128,FALSE,3,3,1,1,4,4,3,8,CC8,0.861636026311351,TRUE,TRUE
39218_JKD6008,39218,CC8,CC8,1229,0.00747862597742416,FALSE,3,32,1,1,4,4,3,254,CC8,0.878536009445101,TRUE,TRUE
39219_Newman,39219,CC8,CC8,1642,0.0099917850731737,FALSE,2,3,1,1,4,4,3,239,CC8,0.847346938775511,TRUE,TRUE
39220_VCU006,39220,"",CC398/CC5561,3388,0.0206164237685216,FALSE,3,35,19,2,20,26,39,398,CC398/CC5561,0.878664192949907,TRUE,TRUE
39349_Mu50_omega,39349,CC5,CC5,69,0.000419874037788663,FALSE,1,4,1,4,12,1,10,5,CC5,0.928352167313206,TRUE,TRUE
39649_M1,39649,CC8,CC8,1172,0.00713177351142483,FALSE,3,3,1,1,4,4,3,8,CC8,0.852136953955135,TRUE,TRUE
39651_SA40,39651,"",CC59,2653,0.016143852496425,FALSE,19,23,15,2,19,20,15,59,CC59,0.847454882779558,TRUE,TRUE
39652_SA957,39652,"",CC59,2706,0.0164663644384945,FALSE,19,23,15,2,19,20,15,59,CC59,0.85901838421319,TRUE,TRUE
39653_6850,39653,"",CC59,2919,0.0177624973377552,FALSE,16,16,12,2,13,13,15,50,CC59,0.753516613256873,TRUE,TRUE
39654_ST228_10388,39654,CC5,CC5,218,0.00132655855417288,FALSE,1,4,1,4,12,24,29,228,CC5,0.958630460448643,TRUE,TRUE
39655_ST228_10497,39655,CC5,CC5,216,0.00131438829220799,FALSE,1,4,1,4,12,24,29,228,CC5,0.945994265474785,TRUE,TRUE
39656_ST228_15532,39656,CC5,CC5,219,0.00133264368515532,FALSE,1,4,1,4,12,24,29,228,CC5,0.935631641086187,TRUE,TRUE
39657_ST228_16035,39657,CC5,CC5,219,0.00133264368515532,FALSE,1,4,1,4,12,24,29,228,CC5,0.943430595378647,TRUE,TRUE
39658_ST228_16125,39658,CC5,CC5,85,0.000517236133507774,FALSE,1,4,1,4,12,24,29,228,CC5,0.966314724236802,TRUE,TRUE
39659_ST228_18341,39659,CC5,CC5,206,0.00125353698238355,FALSE,1,4,1,4,12,24,29,228,CC5,0.968905380333951,TRUE,TRUE
39660_ST228_18412,39660,CC5,CC5,252,0.00153345300757599,FALSE,1,4,1,4,12,24,29,228,CC5,0.930720188902006,TRUE,TRUE
39661_ST228_18583,39661,CC5,CC5,245,0.00149085709069888,FALSE,1,4,1,4,12,24,29,228,CC5,0.940947883285545,TRUE,TRUE
39662_Z172,39662,CC8,CC8,1554,0.00945629354671859,FALSE,2,3,1,1,4,4,3,239,CC8,0.861636026311351,TRUE,TRUE
39663_Bmb9393,39663,CC8,CC8,1528,0.00929808014117504,FALSE,2,3,1,1,4,4,3,239,CC8,0.883272052622703,TRUE,TRUE
39664_CA_347,39664,CC45,CC45,3867,0.0235312015091125,FALSE,10,14,8,6,10,3,2,45,CC45,0.835102040816327,TRUE,TRUE
39665_CN1_HL1,39665,CC8,CC72,1128,0.00686402774819728,TRUE,1,4,1,8,4,4,3,72,CC72,0.842853769607016,TRUE,TRUE
42467_M48,42467,CC8,CC8,1800,0.0109532357683999,FALSE,2,3,1,1,4,4,3,239,CC8,0.85469387755102,TRUE,TRUE
42468_M51,42468,CC8,CC8,2793,0.0169957708339672,FALSE,3,3,1,42,4,4,3,1516,CC8,0.842165626581211,TRUE,TRUE
43022_364,43022,"",CC5,1421,0.00864697112605349,FALSE,4,544,1,272,1,1,471,3881,CC772/CC834,0.695483218080621,FALSE,TRUE
44909_NCTC10441,44909,CC8,CC8,1297,0.00789241488423038,FALSE,3,3,1,1,4,4,16,250,CC8,0.856684095125654,TRUE,TRUE
44912_Mu50,44912,CC5,CC5,34,0.000206894453403109,FALSE,1,4,1,4,12,1,10,5,CC5,0.92072187552707,TRUE,TRUE
44913_MRSA252,44913,CC30,CC30,3339,0.0203182523503818,FALSE,2,2,2,2,3,3,2,36,CC30,0.861757463315905,TRUE,TRUE
44914_JH1,44914,CC5,CC5,254,0.00154562326954088,FALSE,1,4,1,4,12,1,28,105,CC5,0.943504806881429,TRUE,TRUE
44927_inHO50960413,44927,CC22,CC22,2357,0.0143426537256214,FALSE,7,6,1,5,8,8,6,22,CC22,0.861757463315905,TRUE,TRUE
44940_S0385,44940,"",CC398/CC5561,3428,0.0208598290078194,FALSE,3,35,19,2,20,26,39,398,CC398/CC5561,0.878536009445101,TRUE,TRUE
44947_LGA251,44947,"",CC425,2577,0.0156813825417592,FALSE,18,33,6,20,7,50,48,425,CC425,0.856819025130714,TRUE,TRUE
44948_BA01611,44948,CC1,CC361/CC15,1305,0.00794109593208994,TRUE,3,3,1,1,1,1,10,9,CC361/CC15,0.861636026311351,TRUE,TRUE
44949_55_99_44,44949,"",CC152,3812,0.023196519305078,FALSE,46,75,49,44,13,68,60,152,CC152,0.861757463315905,TRUE,TRUE
45134_GCA_003031465_1,45134,CC5,CC5,278,0.00169166641311954,FALSE,1,4,1,4,12,1,10,5,CC5,0.933277112497891,TRUE,TRUE
45143_GCA_003194405_1,45143,CC5,CC5,227,0.00138132473301488,FALSE,1,4,1,4,12,1,10,5,CC5,0.943504806881429,TRUE,TRUE
45147_GCA_007813675_1,45147,CC1,CC1,1254,0.00763075425198527,FALSE,1,1,1,1,1,1,1,1,CC1,0.905920053972002,TRUE,TRUE
45370_GCA_020997495_1,45370,CC5,CC5,310,0.00188639060455776,FALSE,1,4,1,4,12,1,10,5,CC5,0.951216056670603,TRUE,TRUE
45371_GCA_020997535_1,45371,CC5,CC5,606,0.0036875893753613,FALSE,1,4,1,4,12,1,10,5,CC5,0.950973182661494,TRUE,TRUE
45450_GCA_903932605_1,45450,CC5,CC5,462,0.00281133051388931,FALSE,1,4,1,4,12,1,10,5,CC5,0.958704671951425,TRUE,TRUE
45474_8796_MF_001,45474,"",CC8,1306,0.00794718106307238,FALSE,,3,1,1,4,4,,,CC8,0.874015854275594,TRUE,TRUE
45475_8796_MF_002,45475,"",CC12,1579,0.0096084218212797,FALSE,1,3,1,8,11,5,,,CC12,0.881160398043515,TRUE,TRUE
45476_8796_MF_003,45476,"",CC8,1271,0.00773420147868683,FALSE,3,3,1,1,4,4,,,CC8,0.852015516950582,TRUE,TRUE
45477_8796_MF_004,45477,"",CC8,1262,0.00767943529984483,FALSE,,3,1,1,4,4,,,CC8,0.847090571765896,TRUE,TRUE
45478_8796_MF_005,45478,"",CC398/CC5561,3754,0.0228435817080963,FALSE,,35,19,2,20,26,,,CC398/CC5561,0.861865407319953,TRUE,TRUE
45479_8796_MF_006,45479,"",CC8,1386,0.00843399154166793,FALSE,,3,1,1,4,4,,,CC8,0.876289424860853,TRUE,TRUE
45480_8796_MF_007,45480,"",CC30,3937,0.0239571606778836,FALSE,,2,2,2,6,3,,,CC30,0.826014504975544,TRUE,TRUE
45481_8796_MF_008,45481,"",CC30,3944,0.0239997565947607,FALSE,,2,2,2,6,3,,,CC30,0.840344071512903,TRUE,TRUE
45482_8796_MF_009,45482,"",CC8,1230,0.00748471110840661,FALSE,,3,1,1,4,4,,,CC8,0.834778208804183,TRUE,TRUE
45483_8796_MF_010,45483,"",CC8,1260,0.00766726503787994,FALSE,,3,1,1,4,4,,,CC8,0.849681227863046,TRUE,TRUE
45484_8796_MF_011,45484,"",CC5,907,0.00551921380107707,FALSE,,4,1,4,12,1,,,CC5,0.928264462809917,TRUE,TRUE
45485_8796_MF_012,45485,"",CC8,1278,0.00777679739556394,FALSE,3,3,1,1,4,4,,,CC8,0.866587957497048,TRUE,TRUE
45486_8796_MF_013,45486,"",CC1,3114,0.0189490978793319,FALSE,,1,1,8,1,1,,,CC1,0.8761679878563,TRUE,TRUE
45487_8796_MF_014,45487,"",CC15,1892,0.0115130678187848,FALSE,,13,1,1,12,11,,,CC15,0.895597908584921,TRUE,TRUE
45488_8796_MF_015,45488,"",CC45,4346,0.0264459792497033,FALSE,,14,8,6,10,3,,,CC45,0.840128183504806,TRUE,TRUE
45489_8796_MF_016,45489,"",CC8,1248,0.00759424346609061,FALSE,3,3,1,1,4,4,,,CC8,0.878664192949907,TRUE,TRUE
45490_8796_MF_017,45490,"",CC8,1333,0.00811147959959838,FALSE,3,3,1,1,4,4,,,CC8,0.830629111148591,TRUE,TRUE
45491_8796_MF_018,45491,"",CC15,1854,0.0112818328414519,FALSE,,13,1,1,12,11,,,CC15,0.869165120593692,TRUE,TRUE
45492_8796_MF_019,45492,"",CC30,3922,0.0238658837131469,FALSE,,2,2,2,6,3,,,CC30,0.864111991904199,TRUE,TRUE
45493_8796_MF_020,45493,"",CC5,931,0.00566525694465573,FALSE,,4,1,4,12,1,,,CC5,0.920964749536178,TRUE,TRUE
45494_8796_MF_021,45494,"",CC59,3243,0.0197340797760672,FALSE,19,23,15,2,19,20,,,CC59,0.866466520492494,TRUE,TRUE
45495_8796_MF_022,45495,"",CC8,1251,0.00761249885903794,FALSE,,3,1,1,4,4,,,CC8,0.883656603137122,TRUE,TRUE
45496_8796_MF_023,45496,"",CC789,1795,0.0109228101134877,FALSE,,4,1,4,4,44,,,CC789,0.871310507674144,TRUE,TRUE
45497_8796_MF_024,45497,"",CC5,958,0.00582955548118173,FALSE,,4,1,,,,,,CC5,0.833260246247259,TRUE,TRUE
45498_8796_MF_025,45498,"",CC5,1004,0.00610947150637417,FALSE,,4,1,,,,,,CC5,0.738336987687637,TRUE,TRUE
45499_8796_MF_026,45499,"",CC72,1684,0.0102473605744364,FALSE,1,4,1,8,4,4,,,CC72,0.849795918367347,TRUE,TRUE
45500_8796_MF_027,45500,"",CC15,1767,0.0107524264459792,FALSE,,13,1,1,12,11,,,CC15,0.868821049080789,TRUE,TRUE
45501_8796_MF_028,45501,"",CC45,4082,0.024839504670338,FALSE,,14,8,6,10,3,,,CC45,0.835486591330747,TRUE,TRUE
45502_8796_MF_029,45502,"",CC5,1565,0.00952322998752548,FALSE,,,,,,,,,CC78,0.508942486085343,FALSE,TRUE
45503_8796_MF_030,45503,"",CC30,4065,0.0247360574436365,FALSE,,2,,2,6,3,,,CC30,0.830844999156687,TRUE,TRUE
45504_9153_MF_89,45504,CC15,CC15,1863,0.0113365990202939,FALSE,13,13,1,1,12,11,13,15,CC15,0.868821049080789,TRUE,TRUE
45505_9153_MF_90,45505,"",CC5,943,0.00573827851644507,FALSE,,4,1,4,12,1,10,,CC5,0.933439028503963,TRUE,TRUE
45506_9153_MF_91,45506,CC30,CC30,3855,0.0234581799373232,FALSE,2,2,2,2,6,3,2,30,CC30,0.85940293472761,TRUE,TRUE
45507_9153_MF_92,45507,"",CC15,1843,0.011214896400645,FALSE,,13,978,1,12,11,13,,CC15,0.859160060718502,TRUE,TRUE
45508_9153_MF_93,45508,"",CC1,3066,0.0186570115921745,FALSE,,1,1,8,1,1,1,,CC1,0.883845505144207,TRUE,TRUE
45509_9153_MF_94,45509,CC5,CC5,965,0.00587215139805884,FALSE,1,4,1,4,12,1,10,5,CC5,0.951054140664531,TRUE,TRUE
45510_9153_MF_95,45510,"",CC1,3135,0.0190768856299632,FALSE,,1,1,8,1,1,1,,CC1,0.908348794063079,TRUE,TRUE
45511_9153_MF_96,45511,"",CC398/CC5561,3687,0.0224358779322725,FALSE,,1121,19,2,20,26,39,,CC398/CC5561,0.881362793051105,TRUE,TRUE
45512_9153_MF_97,45512,CC8,CC72,1609,0.00979097575075303,TRUE,1,4,1,8,4,4,3,72,CC72,0.871782762691853,TRUE,TRUE
45513_9153_MF_98,45513,CC8,CC8,1233,0.00750296650135394,FALSE,3,3,1,1,4,4,3,8,CC8,0.878880080958003,TRUE,TRUE
45514_9153_MF_99,45514,"",CC8,1262,0.00767943529984483,FALSE,,3,1,1,4,4,3,,CC8,0.864111991904199,TRUE,TRUE
45515_9153_MF_100,45515,"",CC59,3356,0.0204216995770834,FALSE,,23,15,2,41,20,15,,CC59,0.87337493675156,TRUE,TRUE
45516_9153_MF_101,45516,"",CC8,1298,0.00789850001521283,FALSE,,3,1,1,4,4,3,,CC8,0.852244897959184,TRUE,TRUE
45517_9153_MF_102,45517,"",CC5,957,0.00582347035019929,FALSE,,4,1,4,12,1,10,,CC5,0.948557935570923,TRUE,TRUE
45518_9153_MF_103,45518,CC15,CC15,1768,0.0107585115769617,FALSE,13,13,1,1,741,10,13,6071,CC15,0.848500590318772,TRUE,TRUE
45519_9153_MF_104,45519,CC5,CC5,927,0.00564091642072596,FALSE,1,4,1,4,12,1,10,5,CC5,0.92842637881599,TRUE,TRUE
45520_9153_MF_105,45520,"",CC72,1601,0.00974229470289348,FALSE,,4,1,8,4,4,3,,CC72,0.883757800640917,TRUE,TRUE
45521_9153_MF_106,45521,"",CC398/CC5561,3458,0.0210423829372927,FALSE,3,35,19,2,20,26,39,398,CC398/CC5561,0.868949232585596,TRUE,TRUE
45522_9153_MF_107,45522,"",CC59,3336,0.0202999969574345,FALSE,,23,15,2,41,20,15,,CC59,0.864111991904199,TRUE,TRUE
45523_9153_MF_108,45523,"",CC8,1232,0.0074968813703715,FALSE,,3,1,1,4,4,3,,CC8,0.866466520492494,TRUE,TRUE
45524_9153_MF_109,45524,"",CC8,1295,0.00788024462226549,FALSE,,3,1,1,4,4,3,,CC8,0.893067970990049,TRUE,TRUE
45525_9153_MF_110,45525,"",CC15,1849,0.0112514071865397,FALSE,,13,1,1,12,11,13,,CC15,0.842314049586777,TRUE,TRUE
45526_9153_MF_111,45526,"",CC97,1688,0.0102717010983661,FALSE,,1,1,1,1,5,3,,CC97,0.886044864226682,TRUE,TRUE
45527_9153_MF_112,45527,CC5,CC5,974,0.00592691757690084,FALSE,1,4,1,4,12,1,10,5,CC5,0.933364817001181,TRUE,TRUE
45528_9153_MF_113,45528,"",CC5,953,0.00579912982626951,FALSE,,4,1,4,12,1,10,,CC5,0.940947883285545,TRUE,TRUE
45529_9153_MF_114,45529,CC97,CC97,1735,0.010557702254541,FALSE,3,1,1,1,1,5,3,97,CC97,0.866466520492494,TRUE,TRUE
45530_9153_MF_115,45530,"",CC59,3400,0.020689445340311,FALSE,16,16,12,2,13,13,15,50,CC59,0.741130038792376,TRUE,TRUE
45531_9153_MF_116,45531,"",CC59,3300,0.0200809322420665,FALSE,16,16,12,2,13,13,15,50,CC59,0.745258896947209,TRUE,TRUE
45532_9153_MF_117,45532,CC1,CC1,3134,0.0190708004989807,FALSE,3,1,1,8,1,1,1,188,CC1,0.905920053972002,TRUE,TRUE
45533_9153_MF_118,45533,"",CC8,1325,0.00806279855173883,FALSE,,3,1,1,4,4,3,,CC8,0.871175577669084,TRUE,TRUE
45534_9153_MF_119,45534,"",CC1,3119,0.0189795235342441,FALSE,,1,1,8,1,1,1,,CC1,0.915918367346938,TRUE,TRUE
45535_9153_MF_120,45535,"",CC30,3890,0.0236711595217087,FALSE,,2,2,2,6,3,2,,CC30,0.85928824422331,TRUE,TRUE
45536_9153_MF_121,45536,"",CC398/CC5561,3781,0.0230078802446223,FALSE,3,35,19,2,20,26,39,398,CC398/CC5561,0.852015516950582,TRUE,TRUE
45537_9153_MF_122,45537,"",CC8,1218,0.00741168953661728,FALSE,,3,1,1,4,4,3,,CC8,0.856940462135268,TRUE,TRUE
45538_9153_MF_123,45538,"",CC8,1306,0.00794718106307238,FALSE,,3,1,1,4,4,183,,CC8,0.868949232585596,TRUE,TRUE
45539_9153_MF_124,45539,"",CC398/CC5561,3832,0.0233182219247269,FALSE,3,35,19,2,20,26,39,398,CC398/CC5561,0.871431944678698,TRUE,TRUE
45540_9153_MF_125,45540,CC30,CC30,3914,0.0238172026652874,FALSE,2,2,2,2,6,179,2,1482,CC30,0.85940293472761,TRUE,TRUE
45541_9153_MF_126,45541,CC1,CC1,3109,0.0189186722244196,FALSE,3,1,1,8,1,1,1,188,CC1,0.903491313880924,TRUE,TRUE
45542_9153_MF_127,45542,"",CC15,1874,0.0114035354611008,FALSE,,13,1,1,12,11,13,,CC15,0.869063923089897,TRUE,TRUE
45543_9153_MF_128,45543,"",CC8,1294,0.00787415949128305,FALSE,,3,1,1,4,4,3,,CC8,0.856535672120088,TRUE,TRUE
45544_9153_MF_129,45544,"",CC59,3333,0.0202817415644872,FALSE,,23,15,2,41,20,15,,CC59,0.869063923089897,TRUE,TRUE
45545_9153_MF_130,45545,"",CC5,1012,0.00615815255423373,FALSE,,4,982,4,12,1,10,,CC5,0.943342890875359,TRUE,TRUE
45546_9153_MF_131,45546,"",CC1,3147,0.0191499072017525,FALSE,,1,1,8,1,1,1,,CC1,0.906001011975038,TRUE,TRUE
45547_9153_MF_132,45547,"",CC72,1600,0.00973620957191104,FALSE,,4,1,8,4,4,3,,CC72,0.866790352504638,TRUE,TRUE
45548_9153_MF_133,45548,CC30,CC30,3908,0.0237806918793927,FALSE,2,1130,2,2,6,3,2,8130,CC30,0.844628099173554,TRUE,TRUE
45549_9153_MF_134,45549,"",CC59,3366,0.0204825508869078,FALSE,,23,15,2,41,20,15,,CC59,0.868821049080789,TRUE,TRUE
45550_9153_MF_135,45550,CC97,CC97,1728,0.0105151063376639,FALSE,3,1,1,1,1,5,3,97,CC97,0.88615280823073,TRUE,TRUE
45551_9153_MF_136,45551,"",CC8,1325,0.00806279855173883,FALSE,,3,1,1,4,4,3,,CC8,0.878664192949907,TRUE,TRUE
45552_9153_MF_137,45552,"",CC8,1290,0.00784981896735327,FALSE,,3,1,1,4,4,3,,CC8,0.856819025130714,TRUE,TRUE
45553_9153_MF_138,45553,CC15,CC15,1804,0.0109775762923297,FALSE,13,13,1,1,12,10,13,582,CC15,0.875884634845673,TRUE,TRUE
45554_9153_MF_139,45554,CC45,CC45,4320,0.0262877658441598,FALSE,10,14,8,6,10,37,2,256,CC45,0.847454882779558,TRUE,TRUE
45555_9153_MF_140,45555,"",CC5,927,0.00564091642072596,FALSE,,4,1,4,12,1,10,,CC5,0.905920053972002,TRUE,TRUE
45556_9153_MF_141,45556,"",CC5,917,0.00558006511090151,FALSE,,4,1,4,12,1,10,,CC5,0.950973182661494,TRUE,TRUE
45557_9153_MF_142,45557,"",CC59,3382,0.020579912982627,FALSE,19,23,15,2,41,20,15,87,CC59,0.871539888682745,TRUE,TRUE
45558_9153_MF_143,45558,"",CC30,3937,0.0239571606778836,FALSE,,2,619,2,6,3,2,,CC30,0.866695901501097,TRUE,TRUE
45559_9153_MF_144,45559,"",CC5,865,0.0052636382998144,FALSE,,4,1,4,12,1,10,,CC5,0.925889694720864,TRUE,TRUE
45560_9153_MF_145,45560,"",CC5,934,0.00568351233760307,FALSE,,4,1,4,12,1,10,,CC5,0.933439028503963,TRUE,TRUE
45561_9153_MF_146,45561,"",CC72,1553,0.00945020841573615,FALSE,,4,1,8,4,4,3,,CC72,0.903187721369539,TRUE,TRUE
45562_9153_MF_147,45562,"",CC1,3127,0.0190282045821036,FALSE,,1,1,8,1,1,1,,CC1,0.896056670602126,TRUE,TRUE
45563_9153_MF_148,45563,CC5,CC5,903,0.00549487327714729,FALSE,1,145,1,4,12,893,10,8131,CC5,0.938303255186372,TRUE,TRUE
45564_9153_MF_149,45564,"",CC30,3876,0.0235859676879545,FALSE,,2,2,2,6,3,2,,CC30,0.857048406139314,TRUE,TRUE
