reads,sketch_id,shared_hashes,mlst,meca,pvl,scc,clindamycin,rifampicin,ciprofloxacin,vancomycin,tetracycline,mupirocin,gentamicin,trimethoprim,penicillin,methicillin,erythromycin,fusidicacid,barcode,resolution,basecall_method
3000,SAMEA3283339,1816,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,18,10k,fast
3000,SAMEA3181074,1810,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
3000,SAMEA3181310,1809,ST72,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,18,10k,fast
3000,SAMEA3181168,1808,ST72,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,R,S,18,10k,fast
3000,SAMEA3283463,1806,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
4000,SAMEA3283365,1544,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
4000,SAMEA3323042,1540,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
4000,SAMEA3181074,1538,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
4000,SAMEA2826979,1530,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
4000,SAMEA3217887,1527,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
5000,SAMEA3283615,1341,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,18,10k,fast
5000,SAMEA2827111,1339,ST72,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,R,S,18,10k,fast
5000,SAMEA3181168,1337,ST72,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,R,S,18,10k,fast
5000,SAMEA3283365,1336,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
5000,SAMEA3323042,1336,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
6000,SAMEA3181074,1186,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
6000,SAMEA3283615,1184,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,18,10k,fast
6000,SAMEA3283365,1181,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
6000,SAMEA2827111,1180,ST72,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,R,S,18,10k,fast
6000,SAMEA3181168,1180,ST72,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,R,S,18,10k,fast
7000,SAMEA3283615,1060,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,18,10k,fast
7000,SAMEA2445529,1058,ST72,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,18,10k,fast
7000,SAMEA3181074,1058,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
7000,SAMEA3217887,1051,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
7000,SAMEA3322857,1051,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,18,10k,fast
8000,SAMEA2445529,970,ST72,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,18,10k,fast
8000,SAMEA3181074,964,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
8000,SAMEA3283615,961,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,18,10k,fast
8000,SAMEA3322857,960,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,18,10k,fast
8000,SAMEA3181375,959,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,18,10k,fast
1000,SAMEA3212952,2940,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,r,R,R,R,R,S,25,10k,fast
1000,SAMEA104325260,2939,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
1000,SAMEA1462761,2938,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
1000,SAMEA3212958,2937,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
1000,SAMEA2384603,2924,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
2000,SAMEA104325260,2350,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
2000,SAMEA3212894,2319,ST239,MRSA,PVL-,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
2000,SAMEA2384603,2317,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
2000,SAMEA3212945,2316,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
2000,SAMEA3890826,2315,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
3000,SAMEA104325260,1962,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
3000,SAMEA3212945,1952,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
3000,SAMEA1030555,1946,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
3000,SAMEA3212930,1943,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,S,R,R,R,S,25,10k,fast
3000,SAMEA1462770,1941,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
4000,SAMEA104325260,1641,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
4000,SAMEA3212945,1631,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
4000,SAMEA3212930,1627,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,S,R,R,R,S,25,10k,fast
4000,SAMEA3212948,1625,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,S,R,R,R,R,S,25,10k,fast
4000,SAMEA3212969,1624,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,S,R,R,R,R,S,25,10k,fast
5000,SAMEA104325260,1444,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
5000,SAMEA2077578,1439,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,R,R,R,R,S,25,10k,fast
5000,SAMEA3212930,1438,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,S,R,R,R,S,25,10k,fast
5000,SAMEA3212969,1438,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,S,R,R,R,R,S,25,10k,fast
5000,SAMEA3212945,1434,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
6000,SAMEA104325260,1313,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
6000,SAMEA2077578,1307,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,R,R,R,R,S,25,10k,fast
6000,SAMEA3212969,1306,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,S,R,R,R,R,S,25,10k,fast
6000,SAMEA3212930,1303,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,S,R,R,R,S,25,10k,fast
6000,SAMEA3212945,1302,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
7000,SAMEA1462738,1153,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
7000,SAMEA104325260,1149,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
7000,SAMEA2077578,1149,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,R,R,R,R,S,25,10k,fast
7000,SAMEA1030634,1141,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
7000,SAMEA3212926,1141,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
8000,SAMEA104325260,1016,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
8000,SAMEA2077578,1016,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,R,R,R,R,S,25,10k,fast
8000,SAMEA3212945,1010,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
8000,SAMEA1462738,1008,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,25,10k,fast
8000,SAMEA1966928,1008,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,R,R,R,R,S,25,10k,fast
1000,SAMEA3449032,2872,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,26,10k,fast
1000,SAMEA3448929,2870,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,26,10k,fast
1000,SAMEA3449106,2866,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,26,10k,fast
1000,SAMEA3448992,2865,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,26,10k,fast
1000,SAMEA3449052,2861,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,26,10k,fast
2000,SAMEA3449032,2372,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,26,10k,fast
2000,SAMEA3449106,2366,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,26,10k,fast
2000,SAMEA3449007,2364,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
2000,SAMEA2058265,2363,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,26,10k,fast
2000,SAMEA3448842,2361,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
3000,SAMEA3448848,2014,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
3000,SAMEA3449106,2010,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,26,10k,fast
3000,SAMEA3448958,1997,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,26,10k,fast
3000,SAMEA3448949,1996,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,26,10k,fast
3000,SAMEA3449032,1987,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,26,10k,fast
4000,SAMEA3448848,1730,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
4000,SAMEA3449106,1722,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,26,10k,fast
4000,SAMEA3448958,1715,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,26,10k,fast
4000,SAMEA2058265,1705,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,26,10k,fast
4000,SAMEA3448895,1700,ST2969,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
5000,SAMEA3448958,1508,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,26,10k,fast
5000,SAMEA3448848,1503,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
5000,SAMEA3449106,1497,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,26,10k,fast
5000,SAMEA3448904,1486,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
5000,SAMEA3448859,1485,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
6000,SAMEA3448958,1351,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,26,10k,fast
6000,SAMEA3448848,1335,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
6000,SAMEA3449106,1330,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,26,10k,fast
6000,SAMEA3448896,1320,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
6000,SAMEA3448904,1318,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
7000,SAMEA3448958,1241,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,26,10k,fast
7000,SAMEA3448848,1229,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
7000,SAMEA3448896,1215,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
7000,SAMEA3448904,1214,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
7000,SAMEA3448911,1211,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,R,R,S,S,S,26,10k,fast
8000,SAMEA3448848,1111,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
8000,SAMEA3448958,1108,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,26,10k,fast
8000,SAMEA3448911,1103,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,R,R,S,S,S,26,10k,fast
8000,SAMEA3448896,1090,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,fast
8000,SAMEA3449106,1087,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,26,10k,fast
1000,SAMEA1571791,2563,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,fast
1000,SAMEA1903311,2563,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1000,SAMEA2445439,2560,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,fast
1000,SAMEA1571738,2556,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1000,SAMEA1903322,2556,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1571738,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1903311,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1571791,2519,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,fast
1037,SAMEA1903322,2518,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA2445439,2516,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,fast
1037,SAMEA1571738,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1903311,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1571791,2519,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,fast
1037,SAMEA1903322,2518,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA2445439,2516,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,fast
1037,SAMEA1571738,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1903311,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1571791,2519,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,fast
1037,SAMEA1903322,2518,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA2445439,2516,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,fast
1037,SAMEA1571738,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1903311,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1571791,2519,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,fast
1037,SAMEA1903322,2518,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA2445439,2516,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,fast
1037,SAMEA1571738,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1903311,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1571791,2519,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,fast
1037,SAMEA1903322,2518,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA2445439,2516,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,fast
1037,SAMEA1571738,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1903311,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1571791,2519,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,fast
1037,SAMEA1903322,2518,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA2445439,2516,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,fast
1037,SAMEA1571738,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1903311,2521,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA1571791,2519,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,fast
1037,SAMEA1903322,2518,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,fast
1037,SAMEA2445439,2516,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,fast
1000,SAMN04868228,2564,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
1000,SAMEA3322927,2560,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
1000,SAMN04868128,2560,ST8,MRSA,PVL+,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
1000,SAMN05344905,2559,ST8,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
1000,SAMN04868111,2558,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,fast
2000,SAMN08384037,2035,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
2000,SAMN04868111,2021,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,fast
2000,SAMN02865127,2020,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
2000,SAMN04868085,2015,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
2000,SAMN04868045,2012,ST8,MRSA,PVL+,SCCmec-II,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
3000,SAMN04868196,1602,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
3000,SAMN04868111,1596,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,fast
3000,SAMN02854573,1593,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
3000,SAMN04868085,1591,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
3000,SAMN08384037,1588,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
4000,SAMN04868082,1316,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
4000,SAMN04868196,1316,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
4000,SAMN02854573,1312,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
4000,SAMN06698300,1310,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
4000,SAMN04868111,1308,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,fast
5000,SAMN02865127,1149,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
5000,SAMN04868082,1149,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
5000,SAMN04868111,1148,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,fast
5000,SAMN04868196,1144,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
5000,SAMN04868156,1142,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,fast
6000,SAMN04868082,1010,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
6000,SAMN04868111,1006,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,fast
6000,SAMN04868196,1006,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
6000,SAMN02865127,1004,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
6000,SAMN04868085,1002,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
7000,SAMN04868111,915,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,fast
7000,SAMN04868082,913,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
7000,SAMN02865127,912,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
7000,SAMN04868196,910,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
7000,SAMEA104197147,905,ST8,MRSA,PVL*,SCCmec-I,R,S,R,S,S,R,R,R,R,R,R,S,34,10k,fast
8000,SAMN04868111,818,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,fast
8000,SAMN04868082,816,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,fast
8000,SAMN04868085,814,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
8000,SAMN08384037,814,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
8000,SAMN06167287,812,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,fast
1000,SAMEA2384603,2638,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
1000,SAMEA1462761,2622,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
1000,SAMEA3212926,2622,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
1000,SAMEA1030629,2620,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
1000,SAMEA3212945,2612,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
2000,SAMEA104325260,2020,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
2000,SAMEA3212945,2006,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
2000,SAMEA3212948,2003,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,S,R,R,R,R,S,41,10k,fast
2000,SAMEA1030710,2001,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
2000,SAMEA1030612,1999,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
3000,SAMEA104325260,1570,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
3000,SAMEA3212948,1570,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,S,R,R,R,R,S,41,10k,fast
3000,SAMEA3212945,1568,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
3000,SAMEA3212930,1567,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,S,R,R,R,S,41,10k,fast
3000,SAMEA1030634,1557,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
4000,SAMEA104325260,1349,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
4000,SAMEA3212945,1344,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,fast
4000,SAMEA3212930,1338,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,S,R,R,R,S,41,10k,fast
