pubmlst_id,n_reads,st,coverage,arcC,aroE,glpF,gmk,pta,tpi,yqiL
39219,7000,239,100.00,2,3,1,1,4,4,3
39219,8000,239,100.00,2,3,1,1,4,4,3
39220,1000,ND,69.66,24*,1017*,6*,225*,20*,26*,514*
39220,2000,ND,86.23,3*,1017*,19*,250*,20*,26,39*
39220,3000,ND,90.55,3*,1017*,19,164*,20*,26,39*
39220,4000,7277,98.71,3,1036*,19,2,20,26,39
39220,5000,398,99.74,3,35*,19,2,20,26,39
39220,6000,398,100.00,3,35,19,2,20,26,39
39220,7000,398,100.00,3,35,19,2,20,26,39
39220,8000,398,100.00,3,35,19,2,20,26,39
39349,1000,ND,71.57,673*,24*,370*,4*,251*,45*,10*
39349,2000,ND,91.44,598*,24*,370*,4*,12*,113*,10
39349,3000,ND,98.04,1*,4*,639,4*,12*,1*,10
39349,4000,5,99.94,1,4*,1,4,12,1,10
39349,5000,5,99.94,1,4*,1,4,12,1,10
39349,6000,5,100.00,1,4,1,4,12,1,10
39349,7000,5,100.00,1,4,1,4,12,1,10
39349,8000,5,100.00,1,4,1,4,12,1,10
39649,1000,ND,67.51,"",554*,109*,621*,296*,4*,3*
39649,2000,ND,91.79,695*,3,109*,1*,296*,4*,3*
39649,3000,4803,96.30,90*,3,1*,1,4*,4*,3*
39649,4000,4803,97.26,90*,3,1*,1,4*,4*,3*
39649,5000,8,99.45,3*,3,1,1,4*,4,3
39649,6000,8,99.58,3,3,1,1,4*,4,3
39649,7000,858,99.97,3,3,1,1,13*,4,3
39649,8000,8,100.00,3,3,1,1,4,4,3
39651,1000,4231,84.18,19*,23*,575*,2*,19*,20*,15*
39651,2000,59,97.62,19*,23*,15*,2*,19*,20,15*
39651,3000,59,99.90,19,23,15,2*,19,20,15*
39651,4000,59,99.90,19,23,15,2*,19,20,15*
39651,5000,59,99.94,19,23,15,2,19,20,15*
39651,6000,59,100.00,19,23,15,2,19,20,15
39651,7000,59,100.00,19,23,15,2,19,20,15
39651,8000,59,100.00,19,23,15,2,19,20,15
39652,1000,ND,74.31,750*,955*,15*,215*,19*,20*,784*
39652,2000,ND,93.59,19*,955*,15*,2,19*,20*,15*
39652,3000,ND,95.30,19*,955*,15,2,19*,20,15
39652,4000,59,98.45,19*,23*,15,2,19,20,15
39652,5000,59,99.84,19,23*,15,2,19,20,15
39652,6000,59,100.00,19,23,15,2,19,20,15
39652,7000,59,100.00,19,23,15,2,19,20,15
39652,8000,59,100.00,19,23,15,2,19,20,15
39653,1000,ND,84.71,371*,16*,12*,2*,626*,13,15*
39653,2000,50,96.68,16*,16*,12*,2*,13*,13,15*
39653,3000,50,98.36,16*,16*,12*,2,13*,13,15*
39653,4000,50,99.97,16,16,12*,2,13,13,15
39653,5000,50,100.00,16,16,12,2,13,13,15
39653,6000,50,100.00,16,16,12,2,13,13,15
39653,7000,50,100.00,16,16,12,2,13,13,15
39653,8000,50,100.00,16,16,12,2,13,13,15
39654,1000,ND,76.99,1*,4*,26*,4*,204*,24*,29*
39654,2000,ND,92.27,1,4*,297*,284*,902*,24*,29*
39654,3000,ND,98.65,1,4,297*,4*,12*,24,29*
39654,4000,ND,99.61,1,4,297*,4*,12*,24,29
39654,5000,228,100.00,1,4,1,4,12,24,29
39654,6000,228,100.00,1,4,1,4,12,24,29
39654,7000,228,100.00,1,4,1,4,12,24,29
39654,8000,228,100.00,1,4,1,4,12,24,29
39655,1000,ND,79.54,136*,409*,166*,4*,430*,24*,29*
39655,2000,ND,89.20,1*,4,60*,4*,430*,24*,29*
39655,3000,ND,98.84,1*,4,316*,4,46*,24*,29*
39655,4000,228,99.84,1,4,1*,4,12,24*,29
39655,5000,228,100.00,1,4,1,4,12,24,29
39655,6000,228,100.00,1,4,1,4,12,24,29
39655,7000,228,100.00,1,4,1,4,12,24,29
39655,8000,228,100.00,1,4,1,4,12,24,29
39656,1000,ND,55.04,1*,628*,"",415*,660*,860*,29*
39656,2000,ND,75.02,1,4,1012*,669*,455*,264*,29*
39656,3000,ND,97.01,1,4,240*,4*,12*,24*,29*
39656,4000,ND,99.20,1,4,214*,4*,12,24*,29*
39656,5000,228,99.90,1,4,1*,4,12,24*,29
39656,6000,228,99.97,1,4,1,4,12,24*,29
39656,7000,228,100.00,1,4,1,4,12,24,29
39656,8000,228,100.00,1,4,1,4,12,24,29
39657,1000,ND,77.76,1*,4*,245*,341*,756*,246*,29*
39657,2000,ND,93.98,1*,4,1*,4*,756*,24*,29*
39657,3000,228,99.61,1,4,1*,4,12,24*,29
39657,4000,228,99.74,1,4,1,4,12,24*,29
39657,5000,228,99.94,1,4,1,4,12,24*,29
39657,6000,228,99.94,1,4,1,4,12,24*,29
39657,7000,228,99.94,1,4,1,4,12,24*,29
39657,8000,228,100.00,1,4,1,4,12,24,29
39658,1000,ND,61.02,1*,181*,562*,565*,613*,24,745*
39658,2000,ND,77.29,1,4*,556*,482*,12*,24,29*
39658,3000,ND,96.10,1,4,104*,4*,12,24,29*
39658,4000,ND,99.61,1,4,886,4*,12,24,29*
39658,5000,228,100.00,1,4,1,4,12,24,29
39658,6000,228,100.00,1,4,1,4,12,24,29
39658,7000,228,100.00,1,4,1,4,12,24,29
39658,8000,228,100.00,1,4,1,4,12,24,29
39659,1000,ND,77.43,1*,4*,596*,"",313*,24*,29*
39659,2000,ND,89.15,581*,4*,1,495*,313*,24*,29*
39659,3000,ND,96.43,1*,4,1,114*,12,24,29*
39659,4000,228,99.61,1*,4,1,4*,12,24,29
39659,5000,228,99.97,1*,4,1,4,12,24,29
39659,6000,228,99.97,1*,4,1,4,12,24,29
39659,7000,228,100.00,1,4,1,4,12,24,29
39659,8000,228,100.00,1,4,1,4,12,24,29
39660,1000,ND,80.05,914*,1148*,798*,4*,938*,24*,29*
39660,2000,ND,85.83,1,1148,1,4*,938*,24*,29*
39660,3000,228,98.81,1,4,1,4*,12*,24*,29*
39660,4000,228,99.65,1,4,1,4*,12*,24,29
39660,5000,228,99.81,1,4,1,4*,12*,24,29
39660,6000,228,100.00,1,4,1,4,12,24,29
39660,7000,228,100.00,1,4,1,4,12,24,29
39660,8000,228,100.00,1,4,1,4,12,24,29
39661,1000,ND,58.39,484*,1161*,1*,4*,541*,24*,814*
39661,2000,228,93.88,1*,4*,1*,4*,12*,24*,29*
39661,3000,ND,97.26,1*,4*,905*,4,12,24*,29*
39661,4000,228,99.52,1*,4*,1*,4,12,24,29
39661,5000,228,99.87,1,4*,1,4,12,24,29
39661,6000,228,99.97,1,4*,1,4,12,24,29
39661,7000,228,100.00,1,4,1,4,12,24,29
39661,8000,228,100.00,1,4,1,4,12,24,29
39662,1000,ND,70.06,673*,1018*,140*,592*,13*,642*,3*
39662,2000,ND,93.86,2*,3*,989*,1*,4*,642*,3
39662,3000,343,96.78,2*,85*,1*,1*,4*,4*,3
39662,4000,239,98.55,2*,3*,1*,1,4,4,3
39662,5000,239,99.26,2*,3*,1,1,4,4,3
39662,6000,239,99.87,2*,3*,1,1,4,4,3
39662,7000,239,100.00,2,3,1,1,4,4,3
39662,8000,239,100.00,2,3,1,1,4,4,3
39663,1000,ND,64.15,865*,3*,801*,137*,268*,558*,96*
39663,2000,ND,91.98,456*,3*,799*,1*,4*,4*,96*
39663,3000,ND,96.14,2*,3,1,1*,4*,4*,96*
39663,4000,ND,97.59,2*,3,1,1,4*,4*,96*
39663,5000,239,98.84,2,3,1,1,4*,4,3*
39663,6000,239,99.39,2,3,1,1,4,4,3*
39663,7000,ND,100.00,2,3,1,1,4,4,592
39663,8000,ND,100.00,2,3,1,1,4,4,592
39664,1000,ND,59.69,142*,937*,8*,250*,10*,172*,84*
39664,2000,ND,77.82,471*,937*,8*,6*,10*,3*,84*
39664,3000,45,95.72,10*,14*,8*,6*,10*,3*,2*
39664,4000,45,99.84,10*,14,8*,6,10*,3*,2
39664,5000,45,99.94,10,14,8*,6,10*,3,2
39664,6000,45,100.00,10,14,8,6,10,3,2
39664,7000,45,100.00,10,14,8,6,10,3,2
39664,8000,45,100.00,10,14,8,6,10,3,2
39665,1000,ND,70.03,146*,916*,379*,246*,544*,4*,1061*
39665,2000,ND,90.57,146*,916*,612*,8*,4,4*,3*
39665,3000,ND,97.46,1*,4*,612*,8*,4,4*,3
39665,4000,ND,99.13,1*,4,643,8*,4,4*,3
39665,5000,ND,99.90,862*,4,643,8,4,4,3
39665,6000,72,99.90,1*,4,1,8,4,4,3
39665,7000,72,100.00,1,4,1,8,4,4,3
39665,8000,72,100.00,1,4,1,8,4,4,3
42467,1000,ND,72.02,2*,1132*,26*,1*,265*,57*,87*
42467,2000,ND,93.88,2,3*,1*,1*,4,408*,3*
42467,3000,239,98.13,2,3*,1*,1*,4,4*,3
42467,4000,239,99.87,2,3,1*,1*,4,4*,3
42467,5000,239,99.97,2,3,1,1*,4,4,3
42467,6000,239,100.00,2,3,1,1,4,4,3
42467,7000,239,100.00,2,3,1,1,4,4,3
42467,8000,239,100.00,2,3,1,1,4,4,3
42468,1000,ND,79.37,342*,3*,840*,42*,4*,4*,365*
42468,2000,ND,88.53,665*,3*,840*,42*,4*,4*,3*
42468,3000,ND,96.30,665*,3*,118*,42*,4*,4,3*
42468,4000,ND,97.62,3*,3*,118*,42,4,4,3*
42468,5000,ND,98.81,3,3,840*,42,4,4,3*
42468,6000,1516,100.00,3,3,1,42,4,4,3
42468,7000,1516,100.00,3,3,1,42,4,4,3
42468,8000,1516,100.00,3,3,1,42,4,4,3
43022,1000,ND,89.47,4*,544*,1*,272*,1*,1*,297*
43022,2000,3881,98.13,4*,544,1,272,1*,1*,471*
43022,3000,3881,99.48,4*,544,1,272,1*,1,471*
43022,4000,3881,99.71,4*,544,1,272,1*,1,471
43022,5000,3881,99.84,4*,544,1,272,1,1,471
43022,6000,3881,99.94,4*,544,1,272,1,1,471
43022,7000,3881,99.94,4*,544,1,272,1,1,471
43022,8000,3881,100.00,4,544,1,272,1,1,471
44909,1000,ND,63.30,445*,1115*,387*,1*,265*,385*,13*
44909,2000,250,97.65,3*,3*,1,1*,4,4*,16*
44909,3000,250,99.65,3*,3*,1,1,4,4*,16
44909,4000,250,100.00,3,3,1,1,4,4,16
44909,5000,250,100.00,3,3,1,1,4,4,16
44909,6000,250,100.00,3,3,1,1,4,4,16
44909,7000,250,100.00,3,3,1,1,4,4,16
44909,8000,250,100.00,3,3,1,1,4,4,16
44912,1000,ND,70.59,62*,587*,798*,357*,224*,1*,346*
44912,2000,ND,86.97,1*,4*,798*,357*,224*,1,621*
44912,3000,ND,96.04,1,4*,798*,4*,12*,1,10*
44912,4000,ND,99.45,1,4*,798*,4,12*,1,10
44912,5000,ND,100.00,1,4,798,4,12,1,10
44912,6000,ND,100.00,1,4,798,4,12,1,10
44912,7000,5,100.00,1,4,1,4,12,1,10
44912,8000,5,100.00,1,4,1,4,12,1,10
44913,1000,ND,79.61,649*,2*,289*,2*,3*,3*,348*
44913,2000,ND,91.86,218*,2,289*,2*,71*,3*,348*
44913,3000,500,96.62,2*,2,2*,2,71*,3*,2*
44913,4000,500,98.23,2*,2,2*,2,71*,3*,2*
44913,5000,36,99.87,2,2,2,2,3*,3*,2
44913,6000,36,99.94,2,2,2,2,3,3*,2
44913,7000,36,100.00,2,2,2,2,3,3,2
44913,8000,36,100.00,2,2,2,2,3,3,2
44914,1000,ND,88.18,1*,713*,464*,641*,1*,1*,28*
44914,2000,ND,95.04,1*,713*,464*,641*,1,1,28*
44914,3000,ND,98.49,1*,4*,1*,641*,1,1,28
44914,4000,ND,99.58,1*,4*,1*,4*,1,1,28
44914,5000,105,99.84,1,4*,1,4*,12,1,28
44914,6000,105,99.90,1,4*,1,4,12,1,28
44914,7000,105,100.00,1,4,1,4,12,1,28
44914,8000,105,100.00,1,4,1,4,12,1,28
44927,1000,ND,73.82,7*,6*,58*,508*,8*,480*,232*
44927,2000,4155,91.44,7*,6,1*,5*,8*,480*,6*
44927,3000,22,93.43,7*,6,1,5*,8,8*,6*
44927,4000,22,99.71,7*,6,1,5,8,8,6*
44927,5000,22,99.81,7*,6,1,5,8,8,6*
44927,6000,22,100.00,7,6,1,5,8,8,6
44927,7000,22,100.00,7,6,1,5,8,8,6
44927,8000,22,100.00,7,6,1,5,8,8,6
44940,1000,ND,58.73,632*,820*,494*,422*,20*,26*,""
44940,2000,398,91.91,3*,35*,19*,2*,20*,26*,39*
44940,3000,398,97.10,3*,35*,19*,2*,20,26,39*
44940,4000,398,99.48,3*,35*,19,2,20,26,39*
44940,5000,398,99.90,3*,35,19,2,20,26,39
44940,6000,398,100.00,3,35,19,2,20,26,39
44940,7000,398,100.00,3,35,19,2,20,26,39
44940,8000,398,100.00,3,35,19,2,20,26,39
44947,1000,ND,67.09,498*,33*,665*,20*,7*,394*,377*
44947,2000,ND,96.01,498*,33*,6*,20*,7*,50*,48*
44947,3000,425,99.10,18*,33*,6,20,7*,50,48
44947,4000,425,100.00,18,33,6,20,7,50,48
44947,5000,425,100.00,18,33,6,20,7,50,48
44947,6000,425,100.00,18,33,6,20,7,50,48
44947,7000,425,100.00,18,33,6,20,7,50,48
44947,8000,425,100.00,18,33,6,20,7,50,48
44948,1000,ND,64.57,842*,326*,243*,671*,570*,640*,13*
44948,2000,ND,79.36,842*,1145*,501*,671*,1*,1*,258*
44948,3000,ND,91.24,3*,551*,1*,533*,1,1*,622*
44948,4000,ND,99.10,3*,3,1,592*,1,1,10*
44948,5000,ND,99.39,3,3,1,592*,1,1,10*
44948,6000,9,99.71,3,3,1,1*,1,1,10*
44948,7000,9,99.87,3,3,1,1,1,1,10*
44948,8000,9,100.00,3,3,1,1,1,1,10
44949,1000,ND,68.59,46*,382*,49*,656*,13*,68*,60*
44949,2000,152,87.86,46*,75*,49*,44*,13*,68*,60*
44949,3000,ND,94.20,46,75*,49*,44*,656*,68*,60*
44949,4000,ND,97.49,46,75*,49,44*,656*,68,60*
44949,5000,152,99.71,46,75*,49,44*,13*,68,60
44949,6000,152,100.00,46,75,49,44,13,68,60
44949,7000,152,100.00,46,75,49,44,13,68,60
44949,8000,152,100.00,46,75,49,44,13,68,60
45134,1000,ND,74.08,448*,933*,736*,620*,790*,43*,28*
45134,2000,ND,95.36,1*,4*,736*,4*,12*,1*,10*
45134,3000,5,99.20,1*,4*,1,4,12,1*,10*
45134,4000,5,99.58,1*,4*,1,4,12,1,10*
45134,5000,5,99.68,1*,4*,1,4,12,1,10*
45134,6000,5,99.87,1,4*,1,4,12,1,10*
45134,7000,5,100.00,1,4,1,4,12,1,10
45134,8000,5,100.00,1,4,1,4,12,1,10
45143,1000,ND,69.71,728*,65*,706*,4*,12*,854*,697*
45143,2000,ND,86.19,676*,702*,749*,4*,12*,682*,10*
45143,3000,ND,95.24,676*,4*,460*,4,12*,640*,10*
45143,4000,ND,97.78,1*,4*,460*,4,12,1*,10*
45143,5000,ND,98.78,1,4*,460*,4,12,1*,10*
45143,6000,5,99.29,1,4,1*,4,12,1*,10*
45143,7000,5,99.97,1,4,1*,4,12,1,10
45143,8000,5,100.00,1,4,1,4,12,1,10
45147,1000,ND,73.82,340*,837*,545*,153*,1*,663*,1*
45147,2000,ND,97.30,862*,782*,643,153*,1*,1,1
45147,3000,ND,99.23,862,350*,643,153*,1*,1,1
45147,4000,ND,99.74,862,1*,643,1,1*,1,1
45147,5000,ND,99.90,862,1*,643,1,1,1,1
45147,6000,ND,100.00,862,1,1,1,1,1,1
45147,7000,ND,100.00,862,1,1,1,1,1,1
45147,8000,1,100.00,1,1,1,1,1,1,1
45370,1000,ND,68.58,497*,481*,538*,613*,613*,866*,568*
45370,2000,ND,93.10,497*,4*,715*,613*,12*,400*,10*
45370,3000,ND,96.85,497*,4,764*,4*,12,400*,10*
45370,4000,ND,98.91,1*,4,764*,4*,12,400,10
45370,5000,5,100.00,1,4,1,4,12,1,10
45370,6000,5,100.00,1,4,1,4,12,1,10
45370,7000,5,100.00,1,4,1,4,12,1,10
45370,8000,5,100.00,1,4,1,4,12,1,10
45371,1000,ND,55.30,534*,88*,382*,100*,214*,738*,""
45371,2000,ND,73.76,534*,88*,382*,4*,671*,738,337*
45371,3000,ND,94.04,1,4*,382*,4*,12*,738,10*
45371,4000,ND,98.78,1,4*,1*,4*,12,738,10*
45371,5000,5,99.61,1,4*,1,4,12,1,10*
45371,6000,5,99.94,1,4,1,4,12,1,10*
45371,7000,5,99.97,1,4,1,4,12,1,10*
45371,8000,5,100.00,1,4,1,4,12,1,10
45450,1000,ND,59.85,396*,4*,423*,371*,633*,1*,182*
45450,2000,ND,93.50,396*,4,1*,4*,185*,1*,219*
45450,3000,5,98.71,1,4,1,4*,12,1,10*
45450,4000,5,99.36,1,4,1,4*,12,1,10*
45450,5000,5,99.58,1,4,1,4*,12,1,10*
45450,6000,5,100.00,1,4,1,4,12,1,10
45450,7000,5,100.00,1,4,1,4,12,1,10
45450,8000,5,100.00,1,4,1,4,12,1,10
45474,1000,ND,64.13,759*,678*,985*,355*,4*,527*,3*
45474,2000,ND,86.25,764*,3,490*,355*,4*,527*,3*
45474,3000,ND,93.01,988*,3,1,239*,4*,4*,391*
45474,4000,ND,96.65,3*,3,1,1*,4,4*,391*
45474,5000,ND,97.07,3*,3,1,1*,4,4,391*
45474,6000,ND,97.17,3*,3,1,1,4,4,391*
45474,7000,ND,97.26,3*,3,1,1,4,4,391*
45474,8000,ND,97.26,3*,3,1,1,4,4,391*
45475,1000,ND,77.64,1*,3*,280*,8*,11*,141*,11*
45475,2000,12,90.05,1*,3*,1*,8*,11,5*,11*
45475,3000,12,96.43,1,3,1*,8*,11,5*,11*
45475,4000,12,96.91,1,3,1,8*,11,5*,11*
45475,5000,12,97.07,1,3,1,8*,11,5,11*
45475,6000,12,97.20,1,3,1,8*,11,5,11*
45475,7000,12,97.33,1,3,1,8,11,5,11*
45475,8000,12,97.33,1,3,1,8,11,5,11*
45476,1000,ND,70.47,905*,3*,880*,416*,334*,4*,161*
45476,2000,ND,84.77,905*,3*,880*,73*,334*,10*,109*
45476,3000,ND,95.75,3*,3,880,1*,334*,4,109*
45476,4000,ND,97.27,3,3,880,1*,4*,4,109*
45476,5000,ND,97.30,3,3,880,1*,4*,4,410*
45476,6000,3465,97.62,3,3,1,1,4,4,410*
45476,7000,3465,97.68,3,3,1,1,4,4,410*
45476,8000,3465,97.68,3,3,1,1,4,4,410*
45477,1000,ND,70.83,3*,337*,967*,71*,335*,501*,709*
45477,2000,ND,92.18,3*,3,798*,71*,822*,6*,709*
45477,3000,ND,94.69,3*,3,1*,193,822*,4*,709*
45477,4000,8,95.88,3*,3,1*,1,4*,4,3*
45477,5000,1257,96.20,3*,3,1,1,4*,4,144*
45477,6000,1257,96.62,3*,3,1,1,4*,4,144*
45477,7000,8,96.97,3*,3,1,1,4,4,3*
45477,8000,3465,97.46,3*,3,1,1,4,4,410*
45478,1000,ND,80.30,3*,416*,884*,2*,803*,681*,132*
45478,2000,ND,89.72,3*,416*,19*,2,803*,26*,2*
45478,3000,804,94.49,3*,35*,19*,2,20,26*,2*
45478,4000,ND,96.36,3*,35*,19,2,20,26,730*
45478,5000,ND,97.58,3*,35,19,2,20,26,730*
45478,6000,ND,97.58,3*,35,19,2,20,26,730*
45478,7000,ND,97.58,3*,35,19,2,20,26,730*
45478,8000,ND,97.58,3*,35,19,2,20,26,730*
45479,1000,ND,70.41,132*,3*,127*,609*,413*,124*,149*
45479,2000,ND,88.70,147*,3*,1*,1*,4*,4*,760*
45479,3000,ND,97.17,3*,3,1,1*,4,4,760*
45479,4000,ND,97.55,3*,3,1,1,4,4,760*
45479,5000,ND,97.81,3*,3,1,1,4,4,760*
45479,6000,ND,97.81,3*,3,1,1,4,4,760*
45479,7000,ND,97.81,3*,3,1,1,4,4,760*
45479,8000,ND,97.81,3*,3,1,1,4,4,760*
45480,1000,ND,78.14,65*,2*,2*,2*,125*,600*,212*
45480,2000,ND,90.51,65*,2*,103*,2*,6*,3*,212*
45480,3000,7507,95.40,2*,2*,2,2*,6*,3,983*
45480,4000,30,96.68,2*,2,2,2,6*,3,2*
45480,5000,30,96.97,2*,2,2,2,6,3,2*
45480,6000,30,97.04,2*,2,2,2,6,3,2*
45480,7000,30,97.13,2*,2,2,2,6,3,2*
45480,8000,30,97.13,2*,2,2,2,6,3,2*
45481,1000,ND,60.46,955*,50*,999*,407*,6*,226*,2*
45481,2000,ND,83.93,955*,2*,2*,2*,6*,179*,2*
45481,3000,ND,91.79,83*,2,2*,2,6*,179*,560*
45481,4000,ND,97.14,162*,2,2*,2,6*,3*,560*
45481,5000,ND,97.55,162*,2,2,2,6,3,560*
45481,6000,ND,97.62,873*,2,2,2,6,3,213*
45481,7000,ND,97.62,873*,2,2,2,6,3,213*
45481,8000,ND,97.62,873*,2,2,2,6,3,213*
45482,1000,ND,80.71,262*,3*,1*,593*,834*,385*,91*
45482,2000,ND,90.82,3*,3*,1*,1*,774*,4*,91*
45482,3000,ND,93.27,3*,3,1*,1*,4*,4,91*
45482,4000,ND,93.37,3*,3,1,1*,4*,4,91*
45482,5000,1257,96.23,3*,3,1,1*,4*,4,144*
45482,6000,1257,96.49,3*,3,1,1,4,4,144*
45482,7000,1257,96.72,3*,3,1,1,4,4,144*
45482,8000,1257,96.72,3*,3,1,1,4,4,144*
45483,1000,ND,80.30,117*,32*,108*,1*,4*,4*,178*
45483,2000,ND,92.08,3*,135*,108*,1*,64*,4*,161*
45483,3000,ND,94.66,3*,3*,1*,1*,4*,4*,414*
45483,4000,7881,96.65,3*,3*,1,1*,4*,4,1038*
45483,5000,7881,97.42,3*,3,1,1*,4*,4,1038*
45483,6000,7881,97.65,3*,3,1,1,4*,4,1038*
45483,7000,923,97.75,3*,3,1,1,4,4,109*
45483,8000,ND,97.88,3*,3,1,1,4,4,292*
45484,1000,ND,77.79,484*,336*,744*,474*,12*,454*,10*
45484,2000,ND,91.30,484*,366*,744*,474*,12*,1*,10*
45484,3000,4166,97.97,484*,4*,1,4*,12*,1,10*
45484,4000,5,98.42,1*,4*,1,4*,12*,1,10*
45484,5000,5,98.97,1*,4,1,4,12*,1,10*
45484,6000,5,99.03,1*,4,1,4,12,1,10*
45484,7000,5,99.03,1*,4,1,4,12,1,10*
45484,8000,5,99.10,1*,4,1,4,12,1,10*
45485,1000,ND,73.25,3*,1001*,1*,311*,388*,301*,1093*
45485,2000,ND,84.29,3*,1001*,1*,1*,4,301*,3*
45485,3000,ND,94.66,3,513*,1*,1,388,4*,3*
45485,4000,8,96.56,3,3*,1,1,4,4*,3*
45485,5000,1257,97.04,3,3*,1,1,4,4*,144*
45485,6000,1257,97.97,3,3,1,1,4,4,144*
45485,7000,1257,98.07,3,3,1,1,4,4,144*
45485,8000,1257,98.07,3,3,1,1,4,4,144*
45486,1000,ND,53.11,732*,539*,489*,8*,891*,241*,649*
45486,2000,ND,93.36,3*,1*,1*,8*,1*,241*,1054*
45486,3000,188,97.81,3*,1,1*,8*,1*,1*,1*
45486,4000,188,98.87,3*,1,1*,8,1*,1,1*
45486,5000,188,98.97,3*,1,1*,8,1,1,1*
45486,6000,188,99.10,3*,1,1,8,1,1,1*
45486,7000,188,99.10,3*,1,1,8,1,1,1*
45486,8000,188,99.10,3*,1,1,8,1,1,1*
45487,1000,ND,66.42,13*,619*,844*,464*,425*,11*,625*
45487,2000,ND,88.28,13*,105*,643*,177*,185*,11,13*
45487,3000,ND,95.27,13*,13*,643*,1*,12*,11,13*
45487,4000,ND,97.07,13*,13,643*,1*,12*,11,13*
45487,5000,15,97.52,13*,13,1,1*,12*,11,13*
45487,6000,15,97.59,13*,13,1,1,12*,11,13*
45487,7000,15,97.65,13*,13,1,1,12,11,13*
45487,8000,15,97.65,13*,13,1,1,12,11,13*
45488,1000,ND,72.18,260*,14*,766*,6*,10*,74*,730*
45488,2000,ND,88.60,10*,14*,766*,6*,10*,3*,730*
45488,3000,5450,92.08,10*,14,8*,6*,10,3*,730*
45488,4000,5450,93.85,10*,14,8*,6*,10,3,730*
45488,5000,5450,94.17,10*,14,8,6,10,3,730*
45488,6000,5450,94.17,10*,14,8,6,10,3,730*
45488,7000,5450,94.17,10*,14,8,6,10,3,730*
45488,8000,ND,96.49,10*,14,8,6,10,3,244*
45489,1000,ND,72.45,377*,385*,202*,1*,318*,368*,144*
45489,2000,ND,82.04,377*,724*,1,1*,4*,4*,497*
45489,3000,1257,89.50,3*,3*,1,1,4*,4,144*
45489,4000,1257,90.18,3*,3,1,1,4,4,144*
45489,5000,1257,95.88,3,3,1,1,4,4,144*
45489,6000,1257,96.81,3,3,1,1,4,4,144*
45489,7000,1257,97.04,3,3,1,1,4,4,144*
45489,8000,1257,97.33,3,3,1,1,4,4,144*
45490,1000,ND,67.72,377*,3*,657*,576*,50*,4*,3*
45490,2000,ND,92.41,3*,3*,764*,38*,929*,4*,3*
45490,3000,ND,96.43,377*,3,764*,1,929*,4,185*
45490,4000,7881,97.20,3*,3,1,1,4,4,1038*
45490,5000,7881,97.46,3*,3,1,1,4,4,1038*
45490,6000,7881,97.49,3*,3,1,1,4,4,1038*
45490,7000,3465,97.84,3,3,1,1,4,4,410*
45490,8000,3465,97.84,3,3,1,1,4,4,410*
45491,1000,ND,73.12,13*,13*,799*,155*,957*,924*,295*
45491,2000,ND,90.31,13*,13*,799*,1*,12,11*,13*
45491,3000,ND,94.17,13*,13*,799*,1*,12,11,13*
45491,4000,ND,96.43,13*,13,257*,1,12,11,13*
45491,5000,ND,97.26,13*,13,257*,1,12,11,13*
45491,6000,ND,97.39,13*,13,257*,1,12,11,13*
45491,7000,15,97.55,13*,13,1,1,12,11,13*
45491,8000,15,97.62,13*,13,1,1,12,11,13*
45492,1000,ND,80.09,742*,453*,289*,468*,6*,3*,921*
45492,2000,ND,89.29,551*,453*,289*,2*,6,3*,2*
45492,3000,ND,93.25,162*,453*,289*,2*,6,3*,2*
45492,4000,ND,96.91,2*,2,2*,2,6,3*,567*
45492,5000,ND,97.91,2*,2,2,2,6,3,567*
45492,6000,ND,97.91,2*,2,2,2,6,3,567*
45492,7000,ND,97.91,2*,2,2,2,6,3,567*
45492,8000,ND,97.91,2*,2,2,2,6,3,567*
45493,1000,ND,60.79,883*,205*,616*,4*,261*,867*,674*
45493,2000,ND,90.47,1*,205*,1*,4*,762*,657*,10*
45493,3000,ND,95.46,1*,4,1,4,762*,1,10*
45493,4000,ND,96.33,1*,4,1,4,206*,1,10*
45493,5000,5,98.33,1*,4,1,4,12*,1,10*
45493,6000,5,98.68,1*,4,1,4,12*,1,10*
45493,7000,5,99.00,1*,4,1,4,12,1,10*
45493,8000,5,99.00,1*,4,1,4,12,1,10*
45494,1000,ND,64.91,747*,209*,15*,250*,19*,20*,459*
45494,2000,ND,93.34,37*,23*,15*,513*,19,20*,15*
45494,3000,ND,96.49,19,23*,15,2*,19,20,578*
45494,4000,ND,97.13,19,23*,15,2,19,20,578*
45494,5000,ND,97.17,19,23*,15,2,19,20,578*
45494,6000,ND,97.26,19,23,15,2,19,20,578*
45494,7000,ND,97.33,19,23,15,2,19,20,578*
45494,8000,ND,97.33,19,23,15,2,19,20,578*
45495,1000,ND,65.39,342*,3*,1*,213*,127*,860*,3*
45495,2000,8,90.76,3*,3*,1*,1*,4*,4*,3*
45495,3000,ND,96.07,3*,3*,1,1*,1019*,4*,144*
45495,4000,1257,96.72,3*,3,1,1,4,4,144*
45495,5000,1257,97.17,3*,3,1,1,4,4,144*
45495,6000,1257,97.20,3*,3,1,1,4,4,144*
45495,7000,1257,97.20,3*,3,1,1,4,4,144*
45495,8000,1257,97.20,3*,3,1,1,4,4,144*
45496,1000,ND,78.38,789*,739*,1*,4*,27*,44*,410*
45496,2000,ND,91.89,377*,4*,1,4*,4*,44*,410*
45496,3000,ND,94.08,377*,739*,1,4*,4*,44,545*
